ID,RT1,RMT11,N19461,MWA2,MWA1,MW1,MRG3,MR3,M9730,M6946,M6945,M5294,M3183,M3179,M3174,M24905,M24207,M24203,M22785,M22784,M22782,M11666,M11665,M10973,M03541,JM99,JM97,JM96,JM95,JM93,JM92,JM89,JM88,JM86,JM47,JM4432,JM3944,JM37,JM2935,JM24,JM21536,JM21530,JM21357,JM21271,JM21269,JM21268,JM210,JM20761,JM200,JM19758,JM19756,JM19751,JM19750,JM19749,JM19746,JM1913,JM1912,JM187,JM18590,JM170,JM168,JM167,JM166,JM165,JM163,JM1601,JM1598,JM1597,JM1596,JM158,JM157,JM156,JM155,JM15445,JM154,JM152,JM151,JM15026,JM15025,JM149,JM146,JM145,JM14452,JM14448,JM14417,JM14415,JM1420,JM134,JM11445,JM108,JM100,J7727,J5030,J3810,J3716,J20265,J17410,J17406,J17403,J17401,J17400,J16543,J16535,J16458,J16158,J15888,J15870,J13244,J11443,J11098,J10471,G41,G34,G27,G23,G13,EA2,CM952,CM933,CM862,CM861,CM860,CM675,CM674,CM6565,CM6540,CM6539,CM6523,CM3877,CM3795,CM3793,JM1600,JM153,JM14447,J17407,J13235,CM3663,CM3662,CM3661,CM3660,CM3652,CM3651,CM3644,CM3643,CM3642,CM3543,CM3542,CM2991,CM2988,CM2980,CM2822,CM2794,CM2748,CM21,CM16495,CM15246,CM12786,CM12785,CM11764,CM10563,CM10562,CM10561,CG1,CDT8,BSW14,CM16483,JM188,CM3713,JM205,CM6541,JM2205,J17402,JM91,M10967,M29961,MRG4,JM213
X SUR Nasal left (9) 8,10.89925919,11.08855667,9.76402359,9.72209549,9.141486359,10.95032349,9.440743256,11.89850616,-5.598918915,-5.997371674,-4.18272171,-6.684690857,-5.714833832,-7.235255432,-7.204372406,-7.25953598,0.25097146,-4.449365997,-6.555838776,-6.174243164,-5.779111099,-7.738964844,-6.98664093,-8.352294922,-4.258176041,11.17338867,8.23447113,6.184679031,9.456420135,8.650966644,7.296218872,-1.375332737,-8.981703949,8.412372589,7.983045959,9.9328125,12.26403198,-9.036399078,-7.283919525,-2.806064987,10.64436493,9.787211609,10.90465851,11.44998703,10.12251129,10.11096802,8.639306641,8.640137482,7.049441528,12.0099678,9.975531006,-0.431813526,9.342199707,9.630191803,11.85304337,-3.951099396,8.155783844,10.03590851,10.80165482,8.242971039,6.731851196,8.456386566,8.424890137,7.15657959,-6.151581955,11.1137146,-7.564133453,6.007901382,7.332397461,7.173015594,7.974685669,8.253668976,9.132565308,11.97011337,-4.466096497,-8.287556458,-1.962140656,11.45886612,11.25490799,9.377353668,10.92556686,-2.153970909,12.86058807,13.06924744,8.293024445,7.660637665,7.783760834,7.931141663,-1.523160839,9.017921448,-1.600051689,10.40610733,9.760835266,11.80466232,10.81652985,8.962923431,-0.69106636,9.708538055,7.911254883,8.195872498,12.64857864,7.917228699,9.423877716,-8.536651611,10.05446091,7.059606934,7.546076965,7.535695648,-1.142914104,8.961569214,-9.726211548,10.01195374,10.02658844,11.53191147,9.721653748,9.202646637,8.732506561,4.007863617,-5.786236954,-9.003118896,-0.331401944,0.987691212,0.367016792,0.85297575,-6.320538712,1.186239147,-7.319367218,4.360187912,-5.568978882,-4.865527344,6.310289001,-1.465720463,7.064476776,10.89005356,-0.704169273,-2.867043495,1.110866547,-5.920431137,0.521636772,3.275917435,-7.877463531,-5.971969604,0.264649367,2.799281693,-0.221205115,-7.841740417,0.545576763,1.862217712,1.048425388,0.698524857,1.799522018,2.201926041,4.859992218,1.003225136,-0.718668509,9.101124573,3.020651245,-5.774141312,-7.508838654,-0.218877625,0.660517073,-0.967174435,11.91696472,12.04361267,9.595707703,0.597855854,-5.09706459,0.744893646,7.627809906,-7.860513306,11.25558472,10.74336853,8.621844482,-13.27888794,-5.099353409,10.35281754,7.60775528
Y SUR Nasal left (9) 8,-10.23371429,-9.017365265,-6.569933319,-8.987465668,-9.221474457,-9.55316925,-8.289097595,-8.314923859,-11.50373917,-11.74218369,-12.49325256,-17.33267365,-11.49948959,-18.22677002,-17.24730835,-11.82768478,-7.176035309,-9.318921661,-12.81195374,-12.92052155,-14.07942657,-16.26744537,-17.23525238,-17.77340393,-9.021303558,-9.755936432,-7.26153717,-7.250624084,-7.732047272,-7.789572144,-8.568981171,-9.877999115,-14.50461731,-7.541688538,-7.537788391,-9.423967743,-9.482128906,-8.145441437,-9.922117615,-10.92952423,-9.48521347,-10.22994766,-9.194779968,-8.616001129,-9.547987366,-10.45614166,-7.123641205,-9.601312256,-8.128999329,-8.296643066,-9.441161346,-11.26711578,-7.580090332,-9.605120087,-11.65070419,-10.36127319,-7.728320313,-7.306468201,-9.926439667,-7.057537842,-7.743997192,-7.185010529,-7.389654541,-7.571324158,-17.33429565,-9.230908966,-11.9916275,-8.724160767,-7.277667999,-7.335834503,-7.506694031,-7.838391876,-6.788521576,-8.534573364,-9.188500214,-6.856374359,-10.26034317,-8.93349762,-7.142472839,-7.470729065,-9.696260071,-9.762490845,-9.587295532,-9.890766907,-6.868630219,-7.285982513,-7.664964294,-7.87311554,-10.6861351,-8.295463562,-10.31175385,-9.812578583,-9.530164337,-9.098261261,-8.811348724,-7.932387543,-10.4375618,-10.00462036,-7.39732666,-7.560549927,-8.655709839,-8.48430481,-6.900932312,-7.38861084,-9.76634903,-6.677902222,-8.195323181,-6.294791412,-11.12259674,-7.519205475,-9.397320557,-9.245196533,-8.863898468,-8.411871338,-8.848875427,-9.075784302,-8.205095673,-10.23942032,-8.411365509,-7.641804504,-7.38926239,-6.581323242,-7.253742981,-7.422845459,-7.940036774,-7.580709839,-7.768117523,-9.748375702,-9.293701172,-7.334427643,-12.10697098,-11.65722961,-7.608625031,-10.42521744,-18.07663574,-19.37770081,-9.713372803,-8.791558838,-7.57518158,-5.106003952,-8.556943512,-8.039185333,-7.123281097,-7.820045471,-7.243349457,-8.902224731,-8.583988953,-7.206775665,-8.299834442,-8.695256042,-8.616300964,-10.23840103,-9.884359741,-6.957598114,-5.72877121,-8.587248993,-10.9996109,-10.40001526,-8.284159088,-6.35250206,-6.425215149,-6.579067993,-8.673937988,-9.745359802,-10.17188339,-9.326714325,-11.13309174,-8.752921295,-7.128781128,-8.803033447,-8.603740692,-9.407289886,-7.491095734,-15.64269867,-13.81591492,-9.468533325,-7.087432098
Z SUR Nasal left (9) 8,-19.82072144,-20.21957855,-24.36489563,-19.9955307,-20.85770569,-19.88737793,-21.71601868,-21.5655426,-6.796276855,-7.511668396,-5.481732559,-0.752195549,-8.09258728,-0.07908321,-1.234790421,-2.866382408,-22.15881653,-14.64169464,-6.775856018,-6.434116364,-5.328940582,-1.285071278,0.026139989,0.549516678,-14.68238525,-19.94396973,-24.21085663,-24.64918213,-23.35769348,-23.67510223,-22.96889343,-19.63221588,-12.5451416,-22.97174072,-23.43503723,-19.47297363,-20.45571442,-17.50001526,-10.82651901,-18.81091614,-19.29303741,-25.04588928,-19.9827774,-20.81442108,-20.75542603,-20.14670868,-23.53746948,-19.78130188,-22.05138397,-20.59430847,-20.53525696,-6.824461365,-16.69892731,-20.52655945,-21.74163055,-18.650383,-23.66118317,-22.81082916,-19.47970123,-24.05704956,-23.49717407,-24.26013794,-23.85659637,-24.65861511,-6.50915451,-20.63839264,-7.92636261,-9.683364105,-24.22258301,-23.29653473,-23.73757477,-22.72749939,-24.88668976,-20.81005249,-20.31892853,-20.11985474,-18.95684814,-20.46024933,-22.73422241,-23.8761795,-20.0272934,-19.23809814,-20.35435028,-20.12098541,-25.01412964,-23.87095795,-22.63954926,-23.06081238,-17.43443756,-23.1402771,-18.93161469,-19.53007355,-20.3526947,-20.64568481,-20.86773682,-23.95585022,-17.36424103,-19.0160141,-23.04740143,-22.63384857,-21.08610077,-22.54424896,-24.18563843,-18.36399078,-19.5622406,-23.71251831,-23.59269714,-24.14573212,-16.53671875,-22.91311188,-17.59013824,-20.03433838,-20.76803589,-20.26147766,-20.33857727,-20.76138,-21.60406799,-11.52175903,-13.88228455,-13.33470001,-19.83770142,-21.20309906,-21.35839539,-21.16820221,-14.46235657,-20.54178162,-14.91957703,-11.32308044,-13.64687042,-17.52533569,-12.89800262,-16.37263489,-24.17310486,-20.63239899,-25.28832092,-22.86495972,-12.25943451,-13.37966156,-20.10026855,-9.072699738,-14.18092346,-13.94675903,-20.08907471,-19.57931061,-20.06609955,-14.33049774,-20.30302582,-22.83866119,-21.16430817,-20.37866516,-21.22479095,-10.76841278,-10.99981766,-20.51196594,-21.40404205,-8.31636734,-11.84919052,-13.46745605,-13.43276062,-22.14325409,-21.70655212,-21.77528381,-20.97698059,-20.12198639,-19.90433197,-11.55146255,-7.721221161,-20.87116394,-23.55588531,-12.813237,-21.02872467,-19.65707092,-23.64468994,-2.968811226,-5.654209137,-20.41432953,-24.73864746
X SUR Nasal left (9) 7,11.74271393,11.88119583,10.40164413,10.31419678,9.754637146,11.58519516,10.08406219,12.40405579,-4.972221375,-5.395917511,-3.567316055,-6.124821091,-5.212062836,-6.536615753,-6.497331238,-6.764840698,-0.763627338,-5.248130035,-6.042362213,-5.529226303,-5.136341095,-7.383137512,-6.533834839,-7.833036804,-5.020473862,11.66274872,7.410662079,5.426008987,8.747913361,7.596060181,6.484651184,-2.21659584,-8.139899445,7.569475555,7.261277771,10.68423767,13.03010101,-8.531345367,-7.806602478,-3.470683289,10.9412735,10.36694412,11.77507706,12.01406479,11.122258,11.03175964,7.994267273,9.145308685,6.363491821,12.59260406,10.76873703,-1.205699062,10.13162766,10.35719223,12.71823425,-4.660438919,7.314295197,9.33565979,11.48653946,7.370172882,6.093468475,7.727515411,7.746141815,6.326900101,-5.427271271,11.808255,-8.493191528,6.717770386,6.550485229,6.311880875,7.161793518,7.505621338,8.43829422,12.61059189,-5.04509201,-7.69319458,-2.736924744,12.05474854,11.71712799,8.609642792,11.70375214,-2.851302719,13.45347748,13.68921051,7.494245148,6.840091705,7.083556366,7.007553101,-2.29372654,8.093444824,-2.378480339,10.95823746,10.2476326,12.5114502,11.69321747,8.157312012,-1.406442547,10.62767792,7.087780762,7.53174057,13.40718536,6.872706604,8.474533844,-7.627622986,10.86530762,6.210140228,6.581806946,6.746985626,-1.940361786,8.198725891,-9.344145203,10.62436142,10.68540344,12.03499527,10.28204269,10.01558151,9.419355011,4.685840988,-6.540313721,-9.59934845,-1.397366905,-0.117008269,-0.688565969,-0.440422153,-7.018685913,0.196718419,-8.063289642,5.082546997,-6.160838318,-4.875525665,7.351277161,-2.285195732,6.22097168,11.80535507,0.495730257,-3.271169281,1.928184891,-6.682344055,-0.705720472,3.977103424,-8.661701965,-6.742591858,-0.690734339,1.788429642,-1.155453682,-8.574919891,-0.536338854,0.631393337,-0.349560547,-0.326249814,0.748212576,2.882649994,5.334523392,-0.038114008,-1.677022171,8.916986084,3.622616959,-6.362215424,-8.025237274,-1.270160389,-0.598730612,-2.040538979,12.42127075,12.63796387,10.35294952,1.149455643,-5.887891006,-0.24070816,6.700283813,-8.571151733,11.7280777,11.2968544,7.88719635,-12.59933929,-4.355942154,11.11231689,6.73862381
Y SUR Nasal left (9) 7,-9.632551575,-8.509908295,-6.109887695,-8.493588257,-8.61087265,-8.94955368,-7.726724243,-7.713192749,-11.87579727,-12.12377548,-12.84959869,-17.79356995,-11.83386993,-18.59755402,-17.65418549,-12.13170547,-6.997455597,-9.542385864,-13.23902435,-13.22172852,-14.46590576,-16.67187347,-17.56317444,-18.07476349,-9.218349457,-9.18537674,-6.693087769,-6.601383209,-7.098413849,-7.471790314,-7.934423828,-9.327430725,-14.88757782,-6.981262207,-6.929495239,-8.879823303,-8.915800476,-7.401703644,-9.277567291,-10.20005035,-8.943397522,-9.635627747,-8.636112976,-8.100566864,-8.821177673,-9.843383026,-6.820331573,-8.905706024,-7.540615082,-7.769967651,-8.830117798,-11.57321243,-7.529442596,-9.022608185,-11.13854523,-9.767156219,-7.187251282,-6.6325737,-9.393153381,-6.608971405,-7.312500763,-6.511936188,-6.730138397,-6.904147339,-17.47613678,-8.671062469,-11.15343857,-9.330570984,-6.737063599,-6.88850708,-6.930477142,-7.283701324,-6.195344925,-8.017066956,-8.728012085,-6.163972855,-9.624898529,-8.451728058,-6.532002258,-6.96375885,-9.181582642,-9.372610474,-9.002612305,-9.391491699,-6.297932053,-6.835810089,-7.129453278,-7.276912689,-10.09053879,-7.642407227,-9.842903137,-9.294577789,-9.027018738,-8.522932434,-8.236148834,-7.414646149,-9.979410553,-9.426950836,-6.76361084,-6.97257309,-7.979161072,-7.757401276,-6.422766876,-6.558280945,-9.204651642,-6.484785461,-7.489808655,-5.788172913,-10.41695099,-7.099155426,-8.644983673,-8.737612152,-8.255374908,-7.815518951,-8.27277832,-8.395728302,-7.676327515,-9.559618378,-8.646985626,-7.784848022,-7.355693054,-6.516661072,-7.004709625,-7.137127686,-8.260358429,-7.487798309,-8.036779785,-9.399144745,-9.50188446,-6.399859619,-12.03803177,-11.17971344,-6.979428101,-9.552516174,-17.56751709,-18.35355225,-9.093211365,-9.075149536,-7.540446472,-5.784436035,-8.682328033,-8.275609589,-6.990597534,-7.682781219,-7.255376434,-9.591162872,-8.229679871,-7.177083588,-8.09578476,-8.577494812,-8.506672668,-9.57458725,-9.504607391,-6.767757416,-5.726682663,-9.397170258,-10.50591888,-10.56561508,-8.531906891,-6.335681534,-6.288324738,-6.550164032,-8.119665527,-9.160618591,-9.591400146,-8.892150879,-10.49765015,-8.536198425,-6.581356812,-8.971276855,-8.019846344,-8.823064423,-6.824008179,-16.00322723,-14.30858612,-8.855219269,-6.491770172
Z SUR Nasal left (9) 7,-20.31975555,-20.57821655,-24.88596802,-20.45756683,-21.42896423,-20.49820557,-22.24496307,-22.28348846,-6.121596909,-6.84865799,-4.82458725,0.035769638,-7.501007843,0.544741058,-0.359981155,-2.305769539,-22.21022949,-13.90531158,-5.850606537,-5.609664154,-4.642483902,-0.481636429,0.638657379,1.105922318,-13.95561371,-20.51793976,-24.81485596,-25.11577911,-23.88554535,-24.26130219,-23.51878967,-20.09358978,-11.84485321,-23.42831116,-23.96712494,-19.93846588,-21.04065247,-17.84038086,-10.95513763,-19.46968384,-19.85166016,-25.64814453,-20.47906647,-21.31711426,-21.37390289,-20.71203918,-23.85559998,-20.53952179,-22.59392242,-21.09125977,-21.22406158,-7.457603455,-17.39698334,-21.2616333,-22.26204376,-19.19670868,-24.21130981,-23.50789642,-19.97826996,-24.50504608,-23.94088745,-24.7811615,-24.42512665,-25.21530762,-5.795520782,-21.1254837,-8.426554108,-9.733937836,-24.73426819,-23.74236908,-24.30860901,-23.20551758,-25.52233887,-21.41713409,-20.81652069,-20.48070831,-19.67520142,-20.91251984,-22.85566864,-24.4721817,-20.48804779,-19.67727509,-20.89331512,-20.83010254,-25.57945404,-24.29548798,-23.12515259,-23.63961029,-18.00107574,-23.84929047,-19.61535797,-19.95783997,-20.90959015,-21.22769012,-21.32213745,-24.44125977,-17.97780304,-19.71760864,-23.64167786,-23.17156525,-21.80988312,-23.20321503,-24.66223755,-19.02397003,-20.27666779,-23.96891022,-24.19511414,-24.61926422,-17.29851379,-23.37608643,-18.05598907,-20.51598969,-21.3989624,-21.06181793,-20.95733185,-21.34862518,-22.08831329,-11.99556961,-13.1382782,-12.74433975,-19.76231689,-21.16232758,-21.27685089,-21.20540161,-13.82875671,-20.503125,-14.26075592,-11.71026611,-12.63039627,-18.00989685,-12.81647797,-17.01356049,-24.76830597,-21.61554565,-25.52270508,-23.22474213,-12.6820015,-12.69072418,-19.86906281,-8.632474518,-13.55962219,-13.26077271,-20.04488068,-19.52204742,-20.44976349,-13.67067108,-20.21483002,-22.6430542,-21.12858276,-20.31339417,-21.2477356,-11.28205185,-11.26568604,-20.45633698,-21.26811676,-7.646465302,-12.42677917,-12.78060455,-12.76847916,-22.0569931,-21.67210541,-21.66720886,-21.55570831,-20.71405029,-20.49495239,-11.97058182,-8.03742981,-20.8059494,-24.040802,-12.27637405,-21.668367,-20.27890167,-24.28614655,-2.34875946,-4.908880615,-21.03788452,-25.2867569
X SUR Nasal left (9) 6,12.77770844,12.78089676,11.09006577,10.98370514,10.60503769,12.41325302,10.87300797,13.15312195,-4.897133636,-5.340428162,-3.428323364,-6.112158585,-5.21967659,-6.431798553,-6.408478546,-6.747662354,-1.521434021,-6.205640411,-6.068884659,-5.462230682,-5.035705566,-7.485825348,-6.542205048,-7.774695587,-6.004776382,12.36062775,7.139247894,5.249061966,8.570227814,7.323510742,6.253474426,-2.483263779,-7.946372986,7.313985443,7.0671875,11.56380615,14.00546265,-8.357920837,-8.506446838,-3.5591362,11.5003418,11.17160263,12.82926636,12.7301033,12.39073334,12.19643631,7.85823822,9.960231018,6.163100433,13.35154114,11.78266296,-2.145221519,10.93767624,11.30533218,13.7521347,-4.812140274,7.077663422,9.195393372,12.33602753,7.047201538,5.93937645,7.496491241,7.581616211,6.086627197,-5.218344879,12.7773674,-9.553287506,7.480426025,6.302477264,5.962711716,6.937515259,7.29665451,8.298168182,13.36062775,-5.091981506,-7.505725861,-2.923009491,12.75473328,12.27433548,8.418505096,12.50658264,-3.011740685,14.19035492,14.5093811,7.286521912,6.583501434,6.890261841,6.654093933,-2.461902046,7.79947052,-2.579652023,11.64078751,10.89627228,13.29760895,12.64028473,7.952770233,-1.589500046,11.6397728,6.84056778,7.392504883,14.45532837,6.452667236,8.136058044,-7.206199646,11.81263351,5.978060913,6.166161728,6.510613251,-2.10886879,7.954244995,-9.284497833,11.3590477,11.54320984,12.77169113,11.01466675,11.00199356,10.29949112,5.574900436,-7.452736664,-10.29040527,-2.270429039,-0.893901157,-1.401666069,-1.337098026,-7.951346588,-0.599899197,-8.960499573,5.801754761,-6.993051147,-5.273865509,8.066221619,-2.465866089,5.941027451,13.12562714,1.719470024,-3.205319977,2.921374321,-7.62559433,-1.68413353,4.798419189,-9.573536682,-7.656793976,-1.397846794,1.056880093,-1.686476326,-9.658948517,-1.3821702,-0.195174968,-1.34849081,-1.018379879,0.02489135,3.689770126,5.840987015,-0.831761456,-2.27630806,9.264617157,4.41506958,-7.038391876,-8.647558594,-2.023379135,-1.455537319,-2.767240906,13.0162674,13.36130676,11.27346573,1.83632164,-6.901740265,-0.951541615,6.423719788,-9.38258667,12.42647476,12.03915024,7.769382477,-12.50052719,-4.295872879,12.06973801,6.473462677
Y SUR Nasal left (9) 6,-9.357394409,-8.292027283,-5.909750366,-8.290202332,-8.320903015,-8.676387787,-7.461089325,-7.389739227,-12.27080383,-12.51325302,-13.23226471,-18.26404114,-12.14424057,-18.94230804,-18.13780518,-12.42918549,-6.511824799,-9.533623505,-13.8170166,-13.67257538,-14.8933548,-17.09914398,-17.94642029,-18.39956818,-9.159833527,-8.908991241,-6.042565918,-5.889801788,-6.420783997,-6.925093842,-7.237918091,-8.740849304,-15.20384216,-6.380398941,-6.281460953,-8.603225708,-8.623847198,-6.94706955,-9.089174652,-9.4229599,-8.699176025,-9.316105652,-8.354362488,-7.87562561,-8.394355774,-9.539310455,-6.449525452,-8.561650085,-6.92421875,-7.48899765,-8.500123596,-11.65196762,-7.186736298,-8.742643738,-10.84977875,-9.117537689,-6.494788361,-5.913313675,-9.13661499,-5.969717407,-6.767745209,-5.711864853,-6.018616486,-6.170010376,-17.74255066,-8.349545288,-10.94261932,-9.423988342,-6.13669548,-6.323277283,-6.283045197,-6.737080383,-5.534721375,-7.726610565,-8.221996307,-5.762451935,-8.923056793,-8.263261414,-6.35057373,-6.390125656,-8.94535141,-8.905057526,-8.68067627,-9.100621796,-5.658872604,-6.286698532,-6.515037537,-6.55279007,-9.43792572,-6.883435822,-9.239382172,-9.084844208,-8.799964142,-8.263832855,-7.942946625,-6.858222198,-9.414528656,-9.170588684,-6.057631683,-6.361699295,-7.548112488,-6.829438019,-5.794048691,-5.891856766,-8.945070648,-6.148487473,-6.665840149,-5.215637207,-9.613686371,-6.567848969,-8.228452301,-8.486328125,-7.934062195,-7.494267273,-7.989525604,-8.03782959,-7.454640198,-9.161820984,-8.579515839,-7.709410858,-6.957718658,-6.047310638,-6.550952911,-6.555054474,-8.193948364,-7.017723083,-8.0056633,-9.260896301,-9.492398071,-5.8413517,-12.16222916,-10.61756516,-6.295544815,-9.024482727,-17.45047302,-17.68171692,-8.754909515,-9.000095367,-7.029883575,-5.913713455,-8.54453125,-8.188088226,-6.555628967,-7.216015625,-6.820806122,-9.776824951,-7.727354431,-6.757252502,-7.495209503,-8.140445709,-8.042978668,-9.24516983,-9.349029541,-6.267633057,-5.399132156,-9.896349335,-10.24756241,-10.5406189,-8.478851318,-5.930279541,-5.779768753,-6.13193779,-7.869579315,-8.898981476,-9.245616913,-8.712346649,-10.36346817,-8.10167923,-5.899678421,-8.860063934,-7.699488068,-8.523552704,-6.091245651,-16.38632355,-14.75290527,-8.537117004,-5.817311478
Z SUR Nasal left (9) 6,-20.40302582,-20.57154083,-24.92584991,-20.52012482,-21.55264282,-20.62297516,-22.36819,-22.46624451,-5.366832733,-6.077980423,-4.031606293,0.919393539,-6.89934845,1.200900745,0.581600523,-1.776408577,-22.55397949,-13.6640274,-4.901411438,-4.751124191,-3.82875061,0.353660822,1.328878498,1.736122894,-13.65987701,-20.65852203,-25.59465485,-25.72765198,-24.56031189,-24.8990036,-24.21661987,-20.72648621,-11.00570755,-24.04073181,-24.6282196,-20.02480621,-21.10917511,-18.42128296,-11.08394852,-20.19947815,-20.01560516,-25.84741516,-20.48057709,-21.38955841,-21.50245972,-20.81104736,-24.25326996,-20.82169342,-23.28981628,-21.22211151,-21.41011505,-7.596378326,-17.60877686,-21.46975555,-22.18249817,-19.93152618,-24.87803192,-24.31471863,-20.01195526,-25.1187149,-24.47840271,-25.52434235,-25.12030792,-25.93712463,-4.894452667,-21.18794861,-8.662457275,-9.807725525,-25.43773956,-24.32526245,-24.952742,-23.80387421,-26.2490387,-21.52505035,-21.35413208,-21.09977875,-20.38236847,-20.98470917,-22.81118927,-25.05488434,-20.5186264,-20.21031036,-20.96833649,-20.98836365,-26.21759338,-24.84040375,-23.75215607,-24.45175781,-18.7094162,-24.72365265,-20.30214233,-20.00087738,-21.0449295,-21.24217529,-21.28449249,-25.00839691,-18.6572937,-19.89456177,-24.38308411,-23.82281952,-22.05486603,-24.09064789,-25.2730011,-20.08373718,-20.37460175,-24.33172607,-25.04355927,-25.1856308,-18.20110016,-24.00106659,-18.72030029,-20.60585785,-21.57509766,-21.23703918,-21.1000824,-21.4435318,-22.1750473,-11.9511673,-12.8771759,-12.54263077,-20.10033722,-21.50008698,-21.62467651,-21.69597778,-13.57507477,-20.83662262,-14.02863922,-11.69932785,-12.16263657,-18.63832092,-12.33074875,-17.71258087,-25.4591568,-21.9312912,-25.34756622,-23.94250183,-12.646492,-12.42066574,-20.09698334,-8.424668884,-13.38221283,-13.05088348,-20.35589142,-19.87060699,-20.90725861,-13.34434204,-20.62311401,-22.89133148,-21.55114594,-20.6062439,-21.59352722,-11.31673965,-11.22152863,-20.79980927,-21.4363327,-7.225792694,-12.58009109,-12.54772644,-12.53673706,-22.42545013,-22.08031158,-21.97552948,-21.66365051,-20.74970093,-20.5320755,-11.98846893,-8.103952789,-21.11730194,-24.70461121,-12.10937424,-21.81208038,-20.43063965,-25.07738647,-1.678808784,-4.07725563,-21.13947601,-25.94251404
X SUR Nasal left (9) 5,13.93221588,13.70249176,11.83376236,11.72980118,11.56884766,13.35004883,11.78774872,14.01557617,-4.907271576,-5.33984108,-3.313378143,-6.137978363,-5.280647659,-6.393748856,-6.411663818,-6.763710785,-2.322852898,-7.280769348,-6.129172516,-5.456720352,-4.97469101,-7.634832764,-6.562521362,-7.743382263,-7.177840424,13.18381653,6.898841095,5.100677109,8.42431488,7.093713379,6.042160797,-2.713708496,-7.846566772,7.112130737,6.894371033,12.51125259,15.09084778,-8.216912842,-9.346421051,-3.592022324,12.17887039,12.07088547,14.00189819,13.53316803,13.76577911,13.49154358,7.745118713,10.91139145,6.002097702,14.19210968,12.935289,-3.156243324,11.82054901,12.33563461,14.8532135,-4.927410507,6.89983139,9.135638428,13.27331696,6.779789734,5.782036591,7.287404633,7.432765198,5.855400085,-4.99373703,13.82656555,-10.69292679,8.285263062,6.079312897,5.638248825,6.743873596,7.127855682,8.195761108,14.13521576,-5.122206879,-7.356033325,-3.058267021,13.55808105,12.91576385,8.267848969,13.37333069,-3.127463341,15.00487976,15.42015686,7.102338409,6.35430336,6.705271912,6.378986359,-2.550349426,7.560029602,-2.735132027,12.46646271,11.62992859,14.19057465,13.6654129,7.770637512,-1.720607376,12.76745224,6.670792389,7.301197052,15.56843262,6.136515808,7.879907227,-6.806982422,12.86166687,5.777338028,5.822057343,6.266111374,-2.148464584,7.71242981,-9.282341766,12.21361771,12.49715347,13.64108582,11.84868164,12.15706558,11.31216965,6.594814301,-8.535799408,-11.13883057,-3.218154144,-1.779225731,-2.165439796,-2.22195797,-9.019395447,-1.498822212,-9.970851135,6.628954315,-7.963237,-5.663719559,8.88024292,-2.578438568,5.666613388,14.52463684,3.005280876,-3.073522186,4.042046738,-8.743467712,-2.757993889,5.758731079,-10.59763489,-8.759689331,-2.194531631,0.290136957,-2.237840462,-10.87148895,-2.355412865,-1.044891548,-2.385499191,-1.749688911,-0.736877298,4.657455444,6.440853882,-1.690469742,-2.939092255,9.622429657,5.315880966,-7.750669861,-9.402319336,-2.83943882,-2.371611023,-3.569332886,13.67505341,14.08469086,12.32168961,2.632923698,-8.032231903,-1.714275932,6.236685944,-10.32358398,13.19738617,12.90385895,7.694618988,-12.45327911,-4.322227478,13.16016693,6.242684555
